ppd_id,PlanName,fy,InflationAssumption_GASB,InvestmentReturnAssumption_GASB,UAALAmortPeriod_GASB,BlendedDiscountRate,ActAssets_GASB,MktAssets_Smooth,MktAssets_net,ActLiabilities_GASB,ActFundedRatio_GASB,UAAL_GASB,payroll,RequiredContribution,PercentReqContPaid,InvestmentReturn_1yr
45,Louisiana Teachers,2015,0,0,30,0,17457244,17896380,17896380,28646297,1,11189053,3815650,1212286,1,0
45,Louisiana Teachers,2016,0,0,30,0,18254300,17537951,17537951,29272400,1,11018100,3869700,1177994,1,0
46,Maine Local,2001,0,0,19,,1544721,,1461938,1427091,1,-117630,254156,17123,1,0
46,Maine Local,2002,0,0,19,,1692034,,1466021,1377660,1,-314373,268138,10017,17,0
46,Maine Local,2003,0,0,19,,1701573,,1515621,1462727,1,-238845,277022,8504,3,0
46,Maine Local,2004,0,0,19,,1774952,,1727743,1582992,1,-191959,292371,9418,2,0
46,Maine Local,2005,0,0,19,,1874310,,1883246,1641145,1,-233165,305010,9403,1,0
46,Maine Local,2006,0,0,15,,1974086,,1973816,1759054,1,-215031,326285,10288,1,0
46,Maine Local,2007,0,0,10,,2134634,,2244105,1879692,1,-254941,345000,10869,1,0
46,Maine Local,2008,0,0,15,,2201624,,2120135,1953628,1,-247996,362779,12185,1,0
46,Maine Local,2009,0,0,15,,2083752,,1656980,2032738,1,-51014,382469,11585,1,0
46,Maine Local,2010,0,0,15,,2045328,,1781153,2122833,1,77505,397507,12320,1,0
46,Maine Local,2011,0,0,15,,2119450,,2105080,2267541,1,148091,436024,17762,1,0
46,Maine Local,2012,0,0,15,,2136612,,2033951,2405709,1,269097,476233,22047,1,0
46,Maine Local,2013,0,0,15,,2213423,11344182,2192579,2504403,1,290980,459832,27122,1,0
46,Maine Local,2014,0,0,15,0,2415219,12898322,2455777,2649405,1,234185,460030,35264,1,0
46,Maine Local,2015,0,0,15,0,2433186,12746883,2401889,2720936,1,287750,490974,40303,1,0
46,Maine Local,2016,0,0,15,0,2489157,12424093,2358410,2889741,1,400583,521870,46968,1,0
47,Maine State and Teacher,2001,0,0,19,,5844838,,5566841,7997931,1,2153093,1326375,247526,1,0
47,Maine State and Teacher,2002,0,0,19,,5920475,,5166281,8511834,1,2591358,1413262,242486,1,0
47,Maine State and Teacher,2003,0,0,14,,6085632,,5459623,9007851,1,2922218,1442278,252709,1,0
47,Maine State and Teacher,2004,0,0,24,,6498608,,6365779,9485605,1,2986996,1472429,249730,1,0
47,Maine State and Teacher,2005,0,0,23,,7013846,,7047286,10048587,1,3034741,1516390,259882,1,0
47,Maine State and Teacher,2006,0,0,22,,7556514,,7555514,10598346,1,3041831,1546315,290058,1,0
47,Maine State and Teacher,2007,0,0,21,,8302466,,8728310,11209708,1,2907241,1595200,301131,1,0
47,Maine State and Teacher,2008,0,0,20,,8691076,,8369297,11721272,1,3030196,1628421,305315,1,0
47,Maine State and Teacher,2009,0,0,19,,8383148,,6652767,12377262,1,3994114,1678931,320115,1,0
47,Maine State and Teacher,2010,0,0,18,,8369772,,7288320,12676367,1,4306595,1681593,317980,1,0
47,Maine State and Teacher,2011,0,0,17,,8795250,,8735589,11335259,1,2540009,1652576,328038,1,0
47,Maine State and Teacher,2012,0,0,16,,8939788,,8510110,11605891,1,2666103,1727667,252853,1,0
47,Maine State and Teacher,2013,0,0,15,,9238577,11344182,,11889897,1,2651320,1671668,264378,1,0
47,Maine State and Teacher,2014,0,0,18,0,10083707,12898322,10405949,12382225,1,2298518,1711516,305264,1,0
47,Maine State and Teacher,2015,0,0,,0,10375552,12746883,10242106,12616287,1,2240735,1745075,302029,1,0
47,Maine State and Teacher,2016,0,0,,0,10512524,12424093,9960346,13069955,1,2557431,1816435,301892,1,0
48,Maryland PERS,2001,0,0,25,,11021958,,10163432,10789907,1,-232051,3084859,190152,1,0
48,Maryland PERS,2002,0,0,25,,11162265,,9147398,11385749,1,223484,3356671,160193,1,0
48,Maryland PERS,2003,0,0,30,,11244008,,9235894,12083197,1,839189,3424054,174371,1,0
48,Maryland PERS,2004,0,0,30,,11514655,,10395823,12621578,1,1106923,3337543,216330,1,0
48,Maryland PERS,2005,0,0,30,,11855673,,11032042,13671756,1,1816083,3537602,311292,1,0
48,Maryland PERS,2006,0,0,30,,12287942,,11821366,15291091,1,3003149,3793125,340567,1,0
48,Maryland PERS,2007,0,0,28,,13026321,,13581332,16385823,1,3359502,4016221,399832,1,0
48,Maryland PERS,2008,0,0,12,,13599717,,12617282,17609769,1,4010052,4165013,445544,1,0
48,Maryland PERS,2009,0,0,30,,11839115,,9872074,18517486,1,6678371,4249536,479291,1,0
48,Maryland PERS,2010,0,0,10,,11937944,,10983303,19009788,1,7071844,4137474,541047,1,0
48,Maryland PERS,2011,0,0,25,,12387810,,12861149,19722264,1,7334453,4027810,696134,1,0
48,Maryland PERS,2012,0,0,25,,12667592,,12642243,20283028,1,7615436,3998475,724759,1,0
48,Maryland PERS,2013,0,0,25,,13326586,40363217,13686874,21046733,1,7720147,4030261,760128,1,0
48,Maryland PERS,2014,0,0,25,0,14547390,45339989,15365014,22059765,1,7512375,4214981,812206,1,0
48,Maryland PERS,2015,0,0,25,0,15615327,45789840,15510791,23402850,1,7787524,4300748,766239,1,0
48,Maryland PERS,2016,0,0,25,0,16130438,45365926,15331453,23817251,1,7686814,4250288,689431,1,0
49,Maryland Teachers,2001,0,0,25,,19182750,,17757420,20126943,1,944193,3994201,410964,1,0
49,Maryland Teachers,2002,0,0,25,,19424000,,16052072,21117046,1,1693046,4323053,382606,1,0
49,Maryland Teachers,2003,0,0,30,,19626676,,16108367,21152063,1,1525387,4522202,436929,1,0
49,Maryland Teachers,2004,0,0,30,,20155415,,18187297,21724178,1,1568763,4543444,451624,1,0
49,Maryland Teachers,2005,0,0,30,,20801529,,19357872,23305198,1,2503669,4867396,457354,1,0
49,Maryland Teachers,2006,0,0,30,,21575451,,20741518,25617484,1,4042033,5269185,484028,1,0
49,Maryland Teachers,2007,0,0,28,,22814760,,23777999,28122575,1,5307815,5709765,569231,1,0
49,Maryland Teachers,2008,0,0,12,,23784404,,22058961,29868705,1,6084301,6117590,664646,1,0
49,Maryland Teachers,2009,0,0,30,,20605618,,17171348,31172917,1,10567299,6194734,753475,1,0
49,Maryland Teachers,2010,0,0,10,,20908149,,19256510,31963421,1,11055272,6254648,889605,1,0
49,Maryland Teachers,2011,0,0,25,,21868875,,22764946,32985145,1,11116270,6196976,1224607,1,0
49,Maryland Teachers,2012,0,0,25,,22523978,,22501533,34252715,1,11728737,6080603,1288884,1,0
49,Maryland Teachers,2013,0,0,25,,23845618,40363217,24469625,35530441,1,11684823,6185176,1265418,1,0
49,Maryland Teachers,2014,0,0,25,0,26067577,45339989,27491055,36882587,1,10815010,6310253,1358991,1,0
49,Maryland Teachers,2015,0,0,25,0,27995476,45789840,27763928,38934459,1,10938983,6470706,1189318,1,0
49,Maryland Teachers,2016,0,0,25,0,29020809,45365926,27542213,39934125,1,10913316,6611038,1112989,1,0
50,Massachusetts SRS,2001,0,0,17,,13922000,,14293279,15170000,1,1248000,3700000,275204,1,0
50,Massachusetts SRS,2002,0,0,16,,15002313,,15002313,15961230,1,958917,4034236,215795,1,0
50,Massachusetts SRS,2003,0,0,15,,13947271,,13947271,17550939,1,3603668,3779298,397698,1,0
50,Massachusetts SRS,2004,0,0,19,,15930753,,15930753,18996053,1,3065300,3841606,349557,1,0
50,Massachusetts SRS,2005,0,0,18,,16210981,,16133625,19575338,1,3364357,3967067,390867,1,0
50,Massachusetts SRS,2006,0,0,17,,16638043,,18143230,20406926,1,3768883,4200577,445527,1,0
50,Massachusetts SRS,2007,0,0,16,,18445225,,21853788,21670810,1,3225585,4391839,432219,1,0
50,Massachusetts SRS,2008,0,0,15,,20400656,,21001124,22820502,1,2419846,4574233,369866,1,0
50,Massachusetts SRS,2009,0,0,16,,16992214,,15390692,23723240,1,6731026,4712655,697340,1,0
50,Massachusetts SRS,2010,0,0,15,,19019062,,16992655,24862421,1,5843359,4711563,646932,1,0
50,Massachusetts SRS,2011,0,0,30,,21244900,,20081647,26242776,1,4997876,4808250,471096,1,0
50,Massachusetts SRS,2012,0,0,28,,20507644,,19396013,27784731,1,7277087,4922388,620274,1,0
50,Massachusetts SRS,2013,0,0,27,,20317389,20405004,21084958,29385442,1,9068053,5183195,699962,1,0
50,Massachusetts SRS,2014,0,0,26,0,21581133,22721053,23930895,30679600,1,9098467,5344510,718909,1,0
50,Massachusetts SRS,2015,0,0,,,22720160,23739487,24042585,33679150,1,10958990,5591911,619917,1,0
50,Massachusetts SRS,2016,0,0,,0,23465963,23176451,23971156,36966278,1,13500315,5792288,682648,1,0
51,Massachusetts Teachers,2001,0,0,17,,14390000,,15210068,18170000,1,3779000,4072000,475053,1,0
51,Massachusetts Teachers,2002,0,0,16,,15712183,,15712183,20619960,1,4907777,4263661,411225,1,0
51,Massachusetts Teachers,2003,0,0,15,,14762249,,14762249,22891722,1,8129473,4406437,651021,1,0
51,Massachusetts Teachers,2004,0,0,19,,17074650,,17074650,24519059,1,7444409,4555900,610841,1,0
51,Massachusetts Teachers,2005,0,0,18,,17683368,,18662421,26166675,1,8483307,4642765,699722,1,0
51,Massachusetts Teachers,2006,0,0,17,,18683295,,21513774,27787716,1,9104421,4819325,779158,1,0
51,Massachusetts Teachers,2007,0,0,16,,20820392,,24578487,29320714,1,8500322,4969092,763798,1,0
51,Massachusetts Teachers,2008,0,0,15,,22883553,,23553322,30955504,1,8071951,5163498,749853,1,0
51,Massachusetts Teachers,2009,0,0,16,,18927731,,17310227,32543782,1,13616051,5389895,781026,1,0
51,Massachusetts Teachers,2010,0,0,15,,21262462,,18659905,33738966,1,12476504,5509698,1106052,1,0
51,Massachusetts Teachers,2011,0,0,30,,23117952,,21896376,34890991,1,11773039,5558311,767960,1,0
51,Massachusetts Teachers,2012,0,0,28,,22141475,,20913624,36483027,1,14341552,5655353,941918,1,0
51,Massachusetts Teachers,2013,0,0,27,,21787470,21934211,22697302,39135218,1,17347748,5783294,1104486,1,0
51,Massachusetts Teachers,2014,0,0,26,0,22940196,24183391,25538646,40741695,1,17801499,5962650,1158461,1,0
51,Massachusetts Teachers,2015,0,0,25,0,23946759,25046692,25429068,44115769,1,20169010,6204274,1021930,1,0
51,Massachusetts Teachers,2016,0,0,25,0,24593787,24308553,24942072,46562807,1,21969020,6388732,1124583,1,0
52,Michigan Municipal,2001,0,0,30,,4034400,,3647821,4783900,1,749500,1271600,118000,1,0
52,Michigan Municipal,2002,0,0,30,,4133000,,3285304,5181200,1,1048200,1327400,125000,1,0
52,Michigan Municipal,2003,0,0,30,,4459500,,4071997,5667700,1,1208200,1381200,133000,1,0
52,Michigan Municipal,2004,0,0,30,,4731400,,4619496,6164800,1,1433400,1437200,156000,1,0
52,Michigan Municipal,2005,0,0,30,,5026100,,4907442,6609100,1,1583000,1462400,170000,1,0
52,Michigan Municipal,2006,0,0,29,,5493700,,5590043,7187700,1,1694000,1545900,199000,1,0
52,Michigan Municipal,2007,0,0,28,,5973000,,6066337,7724000,1,1751000,1582000,258000,1,0
52,Michigan Municipal,2008,0,0,28,,6246000,,4512261,8322000,1,2076000,1625000,224000,1,0
52,Michigan Municipal,2009,0,0,28,,6443000,,5276645,8535000,1,2092000,1637000,229000,1,0
52,Michigan Municipal,2010,0,0,28,,6945000,,5973039,9317000,1,2372000,1684000,264000,1,0
52,Michigan Municipal,2011,0,0,27,,7150000,,5937904,9844000,1,2694000,1670000,266000,1,0
52,Michigan Municipal,2012,0,0,26,,7316000,6858525,6872454,10248000,1,2932000,1640000,288000,1,0
52,Michigan Municipal,2013,0,0,25,,7861000,7651705,7676016,10957000,1,3096000,1687000,310499,1,0
52,Michigan Municipal,2014,0,0,24,,8539183,8063084,8077998,12095941,1,3556758,1744000,337749,1,0
52,Michigan Municipal,2015,0,0,24,0,8892839,7886133,7886586,13368028,1,4475189,1787000,,,0
52,Michigan Municipal,2016,,,,,,,,,,,,,,
53,Michigan Public Schools,2001,0,0,35,,38399000,,34810222,39774000,1,1375000,9264000,582404,1,0
53,Michigan Public Schools,2002,0,0,34,,38382000,,30008030,41957000,1,3575000,9707000,668957,1,0
53,Michigan Public Schools,2003,0,0,33,,38726000,,33399859,44769000,1,6043000,10465000,812891,1,0
53,Michigan Public Schools,2004,0,0,32,,38784000,,36288507,46317000,1,7533000,10407000,978035,1,0
53,Michigan Public Schools,2005,0,0,31,,38211000,,39361450,48206000,1,9995000,10206000,1023337,1,0
53,Michigan Public Schools,2006,0,0,30,,42995000,,42995406,49136000,1,6141000,9806000,1161843,1,0
53,Michigan Public Schools,2007,0,0,29,,45335000,,48362933,51107000,1,5771000,9851000,919561,1,0
53,Michigan Public Schools,2008,0,0,28,,45677000,,39065741,54608000,1,8931000,9958000,904409,1,0
53,Michigan Public Schools,2009,0,0,27,,44703000,,34498380,56685000,1,11982000,9884000,989150,1,0
53,Michigan Public Schools,2010,0,0,26,,43294000,,35855478,60927000,1,17633000,8845000,1182164,1,0
53,Michigan Public Schools,2011,0,0,25,,41038000,,34674653,63427000,1,22389000,9156000,1418355,1,0
53,Michigan Public Schools,2012,0,0,24,,38450000,37700412,37700412,62716000,1,24266000,8649000,1744512,1,0
53,Michigan Public Schools,2013,0,0,24,,38043504,40015540,40015540,63839728,1,25796224,8273000,1931894,1,0
53,Michigan Public Schools,2014,0,0,25,0,39625615,43773189,43773189,66104591,1,26478976,8167000,2117097,1,0
53,Michigan Public Schools,2015,0,0,24,0,41006353,42382361,42382361,67727578,1,26721225,8264000,2184029,1,0
53,Michigan Public Schools,2016,0,0,23,0,,,43460579,,,,8510200,2312223,1,0
54,Michigan SERS,2001,0,0,35,,10633000,,9616517,9878000,1,-755000,2230562,102990,1,0
54,Michigan SERS,2002,0,0,34,,10616000,,8274112,10753000,1,137000,2133477,111552,1,0
54,Michigan SERS,2003,0,0,33,,10441000,,8924267,11761000,1,1320000,1859555,184214,0,0
54,Michigan SERS,2004,0,0,32,,10149000,,9428464,12004000,1,1855000,1889410,262547,0,0
54,Michigan SERS,2005,0,0,31,,9897000,,10132826,12400000,1,2503000,1880179,308209,1,0
54,Michigan SERS,2006,0,0,30,,10890000,,10889925,12799000,1,1909000,1847653,366651,1,0
54,Michigan SERS,2007,0,0,29,,11343529,,12103057,13161656,1,1818126,1825889,316138,0,0
54,Michigan SERS,2008,0,0,28,,11402861,,9781239,13765638,1,2362777,1763672,308020,1,0
54,Michigan SERS,2009,0,0,27,,11106969,,8583155,14233710,1,3126741,1734325,351647,1,0
54,Michigan SERS,2010,0,0,26,,10782287,,8940142,14860375,1,4078088,1621709,418428,1,0
54,Michigan SERS,2011,0,0,25,,10212036,,8654575,15596984,1,5384948,1276058,447924,1,0
54,Michigan SERS,2012,0,0,24,,9447057,9272336,9272336,15654138,1,6207081,1155591,512616,1,0
54,Michigan SERS,2013,0,0,23,,9437627,9922516,9922516,15647718,1,6210091,1081729,611132,1,0
54,Michigan SERS,2014,0,0,22,0,9961903,10974806,10974806,16172938,1,6211035,1010987,624467,1,0
54,Michigan SERS,2015,0,0,,,10416577,10731762,10731918,16237490,1,5820912,922093,645509,1,0
54,Michigan SERS,2016,,,,,,,10980343,,,,872358,752161,1,0
55,Minneapolis ERF,2001,0,0,19,,1507159,,1463732,1615972,1,108813,46812,11882,1,0
55,Minneapolis ERF,2002,0,0,18,,1540221,,1250321,1667871,1,127650,43461,13378,2,0
55,Minneapolis ERF,2003,0,0,17,,1519421,,1194941,1645921,1,126500,40537,14739,3,0
55,Minneapolis ERF,2004,0,0,16,,1513389,,1282717,1643140,1,129751,33266,14118,3,0
55,Minneapolis ERF,2005,0,0,15,,1489713,,1288106,1624355,1,134642,27479,14478,1,0
55,Minneapolis ERF,2006,0,0,14,,1490280,,1314010,1617653,1,127373,21669,13955,3,0
55,Minneapolis ERF,2007,0,0,13,,1383742,,1405710,1610881,1,227139,17296,14823,2,0
55,Minneapolis ERF,2008,0,0,12,,1214305,,1211320,1576855,1,374685,13957,24714,1,0
55,Minneapolis ERF,2009,0,0,11,,880133,,853375,1551099,1,694878,10979,40026,0,0
55,Minneapolis ERF,2010,0,0,21,,844033,,844033,1286151,1,442118,11090,91360,0,0
55,Minneapolis ERF,2011,0,0,20,,910987,,910987,1238703,1,327716,7869,41628,1,0
55,Minneapolis ERF,2012,0,0,19,,842811,,842811,1219735,1,376924,5785,29836,2,0
55,Minneapolis ERF,2013,0,0,18,,868813,868813,868813,1167123,1,298310,4369,33448,2,0
55,Minneapolis ERF,2014,0,0,17,0,935946,935946,935946,1140920,1,204974,3795,29242,2,0
55,Minneapolis ERF,2015,0,0,18,0,17974439,,0,23560951,1,5586512,5549255,523017,1,0
55,Minneapolis ERF,2016,0,0,,,18765863,,17995149,24848409,1,6082546,5773708,542151,1,0
56,Minnesota GERF,2001,0,,30,,10527270,,9930076,12105337,1,1578067,3466587,237064,1,0
56,Minnesota GERF,2002,0,,29,,11017414,,8897462,12958105,1,1940691,3809864,260047,1,0
56,Minnesota GERF,2003,0,,28,,11195902,,8835789,13776198,1,2580296,4387649,299494,1,0
56,Minnesota GERF,2004,0,0,27,,11477961,,9995086,14959465,1,3481504,3968034,270387,1,0
56,Minnesota GERF,2005,0,0,26,,11843936,,10745699,15892555,1,4048619,4096138,304328,1,0
56,Minnesota GERF,2006,0,0,25,,12495207,,11785556,16737757,1,4242550,4247109,327265,1,0
56,Minnesota GERF,2007,0,0,24,,12985324,,13718459,17705627,1,4720303,4448954,335697,1,0
56,Minnesota GERF,2008,0,0,23,,13048970,,12770183,17729847,1,4680877,4722432,374522,1,0
56,Minnesota GERF,2009,0,0,22,,13158490,,10116852,18799416,1,5640926,4778708,381151,1,0
56,Minnesota GERF,2010,0,0,21,,13126993,,11338582,17180956,1,4053963,4804627,443548,1,0
56,Minnesota GERF,2011,0,0,20,,13455753,,13616622,17898849,1,4443096,5079429,321782,1,0
56,Minnesota GERF,2012,0,0,19,,13661682,,13577653,18598897,1,4937215,5142592,371295,1,0
56,Minnesota GERF,2013,0,0,18,,14113295,15084608,15084608,19379769,1,5266474,5246928,430773,1,0
56,Minnesota GERF,2014,0,0,19,0,15644540,17404822,17404822,21282504,1,5637964,5351920,476321,1,0
56,Minnesota GERF,2015,0,0,18,0,17974439,18581795,18581795,23560951,1,5586512,5549255,523017,1,0
56,Minnesota GERF,2016,0,0,,,18765863,17994909,17995149,24848409,1,6082546,5773708,542151,1,0
57,Minnesota State Employees,2001,,,,,7366673,,6890858,6573193,1,-793480,1834042,73362,1,0
57,Minnesota State Employees,2002,,,30,,7673028,,6199716,7340397,1,-332631,1915350,76614,2,0
57,Minnesota State Employees,2003,,,30,,7757292,,6164054,7830671,1,73379,2009975,83782,1,0
57,Minnesota State Employees,2004,,0,30,,7884984,,6966602,7878363,1,-6621,1965546,103249,1,0
57,Minnesota State Employees,2005,,0,15,,8081736,,7511060,8455336,1,373600,1952323,99051,1,0
57,Minnesota State Employees,2006,,0,14,,8486756,,8221041,8819161,1,332405,2016588,127371,1,0
57,Minnesota State Employees,2007,,0,13,,8904517,,9507005,9627305,1,722788,2095310,122389,1,0
57,Minnesota State Employees,2008,,0,12,,9013456,,8803140,9994602,1,981146,2256528,166088,1,0
57,Minnesota State Employees,2009,0,0,11,,9030401,,6897118,10512760,1,1482359,2329499,179759,1,0
57,Minnesota State Employees,2010,0,0,30,,8960391,,7692531,10264071,1,1303680,2327398,230439,0,0
57,Minnesota State Employees,2011,0,0,29,,9130011,,9196237,10576481,1,1446470,2440580,146191,1,0
57,Minnesota State Employees,2012,0,0,28,,9162301,,9098097,11083227,1,1920926,2367160,142740,1,0
57,Minnesota State Employees,2013,0,0,27,0,9375780,10033499,10033499,11428641,1,2052861,2483000,181756,1,0
57,Minnesota State Employees,2014,0,0,26,0,10326272,11498604,11498604,12445126,1,2118854,2620660,195239,1,0
57,Minnesota State Employees,2015,0,0,26,0,11223285,11638319,11638319,13092702,1,1869417,2714418,198695,1,0
57,Minnesota State Employees,2016,0,0,26,0,11676370,11223065,11223065,14316886,1,2640516,2797345,194136,1,0
58,Minnesota Teachers,2001,0,,30,,16834024,,15902336,15903984,1,-930040,2812000,77635,2,0
58,Minnesota Teachers,2002,0,,30,,17378994,,13997762,16503099,1,-875895,2873771,73260,2,0
58,Minnesota Teachers,2003,0,,30,,17384179,,13601606,16856379,1,-527800,2952887,67957,2,0
58,Minnesota Teachers,2004,0,0,30,,17519909,,15095804,17518784,1,-1125,3032483,94679,2,0
58,Minnesota Teachers,2005,0,0,15,,17752917,,15928604,18021410,1,268493,3121571,103103,2,0
58,Minnesota Teachers,2006,0,0,30,,19035612,,17764526,20679111,1,1643499,3430645,133389,2,0
58,Minnesota Teachers,2007,0,0,30,,18794389,,19938882,21470314,1,2675925,3532159,229642,1,0
58,Minnesota Teachers,2008,0,0,29,,18226985,,18106966,22230841,1,4003856,3645230,280327,1,0
58,Minnesota Teachers,2009,0,0,28,,17882408,,13833826,23114802,1,5232394,3761484,355189,1,0
58,Minnesota Teachers,2010,0,0,27,,17323146,,14939540,22081634,1,4758488,3787757,421813,1,0
58,Minnesota Teachers,2011,0,0,26,,17132383,,17303576,22171493,1,5039110,3838111,384943,1,0
58,Minnesota Teachers,2012,0,0,25,,16805077,,16689941,23024505,1,6219428,3871809,401725,1,0
58,Minnesota Teachers,2013,0,0,24,0,16774626,18015194,18019319,23418629,1,6644003,3917310,463788,1,0
58,Minnesota Teachers,2014,0,0,23,0,18181932,20289594,20293684,24528506,1,6346574,4056482,492731,1,0
58,Minnesota Teachers,2015,0,0,23,0,19696893,20441993,20214143,25562155,1,5865262,4306426,484196,1,0
58,Minnesota Teachers,2016,0,0,,0,20194279,19420131,19424431,26716216,1,6521937,4515699,459699,1,0
59,Mississippi PERS,2001,0,0,13,,16191631,,14946198,18494207,1,2302576,4112238,398833,1,0
59,Mississippi PERS,2002,0,0,23,,16823185,,13800716,20180347,1,3357162,4220539,400943,1,0
59,Mississippi PERS,2003,0,0,33,,16979457,,14012183,21485838,1,4506381,4431600,411503,1,0
59,Mississippi PERS,2004,0,0,56,,17103285,,15723660,22847260,1,5743975,4617273,432081,1,0
59,Mississippi PERS,2005,0,0,28,,17180705,,16890535,23727098,1,6546393,4786280,482967,1,0
59,Mississippi PERS,2006,0,0,29,,18321063,,18321063,24928464,1,6607401,4971974,514525,1,0
59,Mississippi PERS,2007,0,0,29,,19791564,,21353016,26862636,1,7071072,5196295,621497,1,0
59,Mississippi PERS,2008,0,0,29,,20814720,,19251069,28534694,1,7719974,5544705,636546,1,0
59,Mississippi PERS,2009,0,0,30,,20597581,,15134487,30594546,1,9996965,5831864,657048,1,0
59,Mississippi PERS,2010,0,0,30,,20143426,,16788214,31399988,1,11256562,5763556,699824,1,0
59,Mississippi PERS,2011,0,0,30,,20315165,,20377236,32654465,1,12339300,5684624,687016,1,0
59,Mississippi PERS,2012,0,0,30,,19992797,,19781387,34492873,1,14500076,5857789,735022,1,0
59,Mississippi PERS,2013,0,0,30,,20490555,21686911,21686911,35542848,1,15052293,5823578,835321,1,0
59,Mississippi PERS,2014,0,0,29,0,22569940,24877119,24877119,37015288,1,14445348,5834687,921872,1,0
59,Mississippi PERS,2015,0,0,30,0,24387161,24838857,24906556,40364584,1,15977423,5904827,950470,1,0
59,Mississippi PERS,2016,0,0,30,0,25185078,24135016,24135016,41997513,1,16812435,6022533,948549,1,0
60,Missouri DOT and Highway Patrol,2001,0,0,35,,1520800,,1413244,2301403,1,780602,323400,81155,1,0
60,Missouri DOT and Highway Patrol,2002,0,0,34,,1450507,,1268238,2358452,1,907945,308654,77440,1,0
60,Missouri DOT and Highway Patrol,2003,0,0,33,,1363953,,1241550,2418146,1,1054193,319346,79988,1,0
60,Missouri DOT and Highway Patrol,2004,0,0,32,,1331588,,1353437,2492919,1,1161331,316224,86725,1,0
60,Missouri DOT and Highway Patrol,2005,0,0,30,,1417349,,1441055,2627409,1,1210060,334030,102240,1,0
60,Missouri DOT and Highway Patrol,2006,0,0,29,,1521143,,1597920,2740438,1,1219295,341228,111272,1,0
60,Missouri DOT and Highway Patrol,2007,0,0,28,,1685807,,1825204,2897267,1,1211460,365012,121265,1,0
60,Missouri DOT and Highway Patrol,2008,0,0,27,,1783902,,1718675,3019634,1,1235732,375600,123335,1,0
60,Missouri DOT and Highway Patrol,2009,0,0,24,,1471497,,1221134,3113394,0,1641897,379590,122599,1,0
60,Missouri DOT and Highway Patrol,2010,0,0,22,,1375845,,1312717,3258867,0,1883022,378063,124053,1,0
60,Missouri DOT and Highway Patrol,2011,0,0,21,,1427291,,1555681,3297590,0,1870299,362654,150022,1,0
60,Missouri DOT and Highway Patrol,2012,0,0,20,,1531034,,1541404,3306279,0,1775245,341638,164880,1,0
60,Missouri DOT and Highway Patrol,2013,0,0,18,,1657402,1681870,1685733,3583976,0,1926573,329482,170836,1,0
60,Missouri DOT and Highway Patrol,2014,0,0,17,0,1795264,1937269,1957456,3650242,0,1854977,336591,183354,1,0
60,Missouri DOT and Highway Patrol,2015,0,0,16,0,1967002,2009367,2009367,3715846,1,1748844,342265,200639,1,0
60,Missouri DOT and Highway Patrol,2016,0,0,16,0,2086654,1992074,1992074,3761733,1,1675079,344275,199609,1,0
61,Missouri Local,2001,0,0,30,,2395913,,2481335,2302817,1,-93096,808959,82717,1,0
61,Missouri Local,2002,0,0,30,,2623611,,2382331,2613088,1,-10523,875061,85712,1,0
61,Missouri Local,2003,0,0,30,,2603873,,2436000,2700199,1,96326,932954,84575,1,0
61,Missouri Local,2004,0,0,30,,2808907,,2840490,2929172,1,120265,989446,94206,1,0
61,Missouri Local,2005,0,0,30,,2984489,,3188384,3139260,1,154771,1031415,104283,1,0
61,Missouri Local,2006,,0,30,,3224174,,3468901,3383153,1,158979,1082350,115550,1,0
61,Missouri Local,2007,,0,30,,3557389,,4082057,3700814,1,143424,1146094,128939,1,0
61,Missouri Local,2008,,0,30,,3957069,,3962817,4058829,1,101760,1222745,130007,1,0
61,Missouri Local,2009,,0,30,,3330663,,3217034,4161775,1,831112,1285952,132715,1,0
61,Missouri Local,2010,,0,30,,3592226,,3695341,4432332,1,840106,1331226,137850,1,0
61,Missouri Local,2011,0,0,30,,3945086,,4535259,4837423,1,892337,1350647,154245,1,0
61,Missouri Local,2012,0,0,30,,4274440,,4679128,5120274,1,845834,1359656,166947,1,0
61,Missouri Local,2013,0,0,30,,4692219,5156055,5326276,5423684,1,731465,1395261,178506,1,0
61,Missouri Local,2014,0,0,30,0,5388199,5984665,6309952,5873911,1,485712,1456008,188501,1,0
61,Missouri Local,2015,0,0,30,,5972471,6373133,6381354,6324109,1,351638,1462218,190555,1,0
61,Missouri Local,2016,0,0,30,0,6320171,,6302286,6671352,1,351181,1507588,183364,1,0
62,Missouri PEERS,2001,0,0,30,,1686242,,1610045,1636076,1,-50166,814158,37500,1,0
62,Missouri PEERS,2002,0,0,30,,1810619,,1585017,1855982,1,45363,895420,45773,1,0
62,Missouri PEERS,2003,0,0,30,,1677770,,1677770,2049716,1,371946,971177,52848,1,0
62,Missouri PEERS,2004,0,0,30,,1837308,,1888270,2221210,1,383902,984866,62316,1,0
62,Missouri PEERS,2005,0,0,30,,2011566,,2068647,2414494,1,402928,1055204,73949,1,0
62,Missouri PEERS,2006,0,0,30,,2218638,,2286980,2756833,1,538195,1190994,79708,1,0
62,Missouri PEERS,2007,0,0,30,,2481562,,2681176,2982813,1,501250,1275199,89946,1,0
62,Missouri PEERS,2008,0,0,30,,2703762,,2575662,3278602,1,574840,1377506,90727,1,0
62,Missouri PEERS,2009,0,0,30,,2792182,,2113674,3458044,1,665862,1417485,96775,1,0
